
----------------------header--------------------------
2017-03-01 10:39:52,218 [8] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:40:31,534 [7] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:40:31,542 [7] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:40:31,543 [7] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:40:31,543 [7] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:40:31,543 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:41:21,236 [13] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:41:24,394 [7] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingDAO
2017-03-01 10:41:24,396 [7] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingDAO
2017-03-01 10:41:24,396 [7] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:41:24,396 [7] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:41:24,399 [7] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:41:24,399 [7] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:41:24,399 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:41:26,652 [13] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingDAO
2017-03-01 10:41:26,652 [13] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:41:26,652 [13] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:41:26,668 [7] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:41:26,669 [7] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
